sl.no,Name,Symptoms,,,,,,
21,hives,"Individual hives can last anywhere from half an hour to a day. Hives may turn white when pressed. Sometimes the hives may change shape or form together and create a larger, raised area.hive outbreak around your throat or on your tongue or have trouble breathing along with hives.",,,,,,
21,hives,"Urticaria, also known as hives, is an outbreak of pale red bumps or welts on the skin that appear suddenly. The swelling that often comes with hives is called angioedema.These are hives that last less than 6 weeks. ",,,,,,
21,hives,"The skin rash could be hives, and the itching from hives may range from mild to severe. While they resemble bug bites, hives (also known as urticaria) are different in several ways:

    Hives can appear on any area of the body; they may change shape, move around, disappear and reappear over short periods of time.
    The bumps – red or skin-colored “wheals” with clear edges – usually appear suddenly and go away just as quickly.
    Pressing the center of a red hive makes it turn white – a process called “blanching.”
",,,,,,
21,hives,"Hives are a red, raised, itchy skin rash that is sometimes triggered by an allergen. It is also known as urticaria, welts, weals, or nettle rash. Swellings, known as wheals, appear as a rash on the skin. They are usually pink or red, with an oval or round shape. They can range from a few millimeters to several inches across. They can be extremely itchy, and they have a red flare around them.

The wheals usually occur in batches, frequently on the face or the extremities, including the arms, hands, fingers, legs, feet, and toes.

Welts normally disappear within 24 hours, but new ones may form. They can appear on just one part of the body, or on several parts.

Symptoms normally disappear within 24 hours, but sometimes another weal appears as the last one fades.

In some cases, hives can continue for several days. People with chronic hives can have symptoms for months or years.",,,,,,
21,hives,"red, itchy, raised welts on the skin that appear in varying shapes and sizes; each one characteristically lasts no longer than six to 12 hours.Symptoms of ordinary hives flare up suddenly and usually for no specific reason. Welts appear, often in several places. The welts may be skin-colored, pink, or red, and they flare, itch, cause swelling, and go away in a matter of a few minutes to hours, only to appear elsewhere. This sequence may go on from days to weeks. Most episodes of hives last less than six weeks. Although that cutoff point is arbitrary, cases of hives that last more than six weeks are often called chronic hives.",,,,,,
21,hives,"Hives are raised red bumps (welts) or splotches on the skin. They are a type of swelling on the surface of your skin. Hives may be itchy, or you might feel them burning or stinging. They can be as small as a pinprick or as big as a dinner plate. Sometimes, the welts from hives join together to form larger areas called plaques. Hives tend to fade within 24 hours, although they may be noticeable for several days or longer. Hives look different depending on the person and the situation. They can show up anywhere on your body. Signs of hives include:

    Red, raised welts or bumps on the skin.
    Blanching (the center of the hive turns white when pressed).
    Itchy skin.
    Swelling (angioedema).
",,,,,,
21,hives,"Hives are raised welts that can appear anywhere on your skin and are usually itchy. Hives are usually red or skin-colored, and they vary in size from a pea to a dinner plate. Look for a reddish halo surrounding the border of these itchy skin plaques. Individual welts or spots usually will not last more than a day, though new hives may appear, and the general condition can last for weeks depending on the cause. Many hives may join together to form a very large welt. Scratching, compressing, heating or cooling hives excessively can worsen them.  Hive symptoms may come and go within minutes, or they may persist for hours or even days. You may experience the symptoms often or just occasionally. Common symptoms of hives include:
    Itching feeling
    Redness
    Swelling in other parts of your body, including your hands, feet, or around your eyes
    Welts that are raised and red or skin-colored
",,,,,,
21,hives,"itchy and uncomfortable. Symptoms of hives include itching and swelling of the skin, causing raised red or skin-colored welts. The welts may come and go quickly and may resolve within hours or remain in some form for weeks. They can change rapidly in both size and number. Hives may have any shape, though they usually have well-defined borders. If you press on a hive, it will turn white (blanch), and then regain its reddish color when released. On rare occasions, hives can be a sign of a serious allergic reaction resulting in similar changes that occur within the mouth, the airways, and the digestive tracts. Difficulty breathing, fainting, or swelling of the face or tongue ",,,,,,
21,hives,"he most common signs (what you see) of hives are:

    Slightly raised, pink or red swellings.

    Welts that occur alone or in a group, or connect over a large area.

    Skin swelling that subsides or goes away within 24 hours at one spot but may appear at another spot.

As for symptoms (what you feel), hives usually itch. They sometimes sting or hurt.Some people always get hives in the same spot or spots on their body. this type of hives fixed, which means not moving. ",,,,,,
21,hives,"You likely know hives for the way they appear on your skin: They’re red, swollen welts that can sometimes be accompanied by itchiness or pain. Red bumps on the skin can seem like a somewhat generic description. Hives may appear on the body grouped together and take over a large area of the skin, or as a couple of individual welts that show up here and there. (4) They can appear anywhere on the body, though some people get them in the same spot over and over again.other symptoms, such as swelling in the eyes, lips, or inside of the throat, or if you have trouble breathing.",,,,,,
21,hives,"Hives are characterized by red or pale-colored welts on the skin, which typically come and go throughout the day.Sometimes they itch, burn, or sting.Usually the welts will be surrounded by clear edges. They may look similar to bug bites, but hives generally will appear and disappear more quickly. They may itch, sometimes severely, and they’re not always the same size or shape. They may be as small as the tip of a pen or as large as a dinner plate.  When you press the center of a hive bump on the skin, it likely will turn from red to white, which is known as blanching.",,,,,,
21,hives,"Urticaria – also known as hives, weals, welts or nettle rash – is a raised, itchy rash that appears on the skin. It may appear on one part of the body or be spread across large areas. 
The rash is usually very itchy and ranges in size from a few millimetres to the size of a hand.
Although the affected area may change in appearance within 24 hours, the rash usually settles within a few days. A much rarer type of urticaria, known as urticaria vasculitis, can cause blood vessels inside the skin to become inflamed. In these cases, the weals last longer than 24 hours, are more painful, and can leave a bruise.",,,,,,
21,hives,"Hives are itchy red or white bumps on the skin. This itchy rash is also known as urticaria, or as nettle rash.  if it develops suddenly and lasts less than six weeks. Most cases last 24-48 hours. In some cases the rash only lasts a few hours.if it persists longer than six weeks. An itchy rash is the main symptom of hives (urticaria). The rash can affect any area of skin. Small raised areas called weals develop on the skin. The weals look like mild blisters and are itchy. Each weal is white or red and is usually surrounded by a small red area of skin which is called a flare. The weals are commonly 1-2 cm across but can vary in size. There may be just a few but sometimes many develop over various parts of the body. Sometimes weals that are next to each other join together to form larger ones. The weals can be any shape but are often round.",,,,,,
21,hives,"As a weal fades, the surrounding flare remains for a while. This makes the affected area of skin look blotchy and red. The blotches then fade gradually and the skin returns to normal. Each weal usually lasts less than 24 hours. However, as some fade away, others may appear. It can then seem as if the rash is moving around the body. The rash may clear completely only to return a few hours or days later.Most people with acute hives do not feel ill; however, the appearance of the rash and the itch can be troublesome.
In some cases a condition called angio-oedema develops at the same time as hives. In this condition some fluid also leaks into deeper tissues under the skin, which causes the tissues to swell",,,,,,
21,hives,"Hives (urticaria) is a common skin rash characterised by one or many weals of reddened, raised and itching skin. The weals can vary in size, from relatively small to as large as a dinner plate. The weals may be circular, oval or annular (ring-shaped).Hives can affect any part of the body, but is common on the torso, throat, arms and legs. The weals generally appear in clusters, with one cluster getting worse as another gets better. Most weals disappear without a trace within a few hours, only to be replaced by a new one elsewhere on the skin. Weals that persist in exactly the same spot for more than 24 hours",,,,,,
21,hives,"   In acute (short-lived) hives, the weals may come and go for a few days or weeks. Rarely, they persist for more than six weeks. raised circular weals that look like mosquito bites – these are red on the outer rim and white in the centre, and each weal lasts for around two to four hours (rarely up to 24 hours). Weals appear in batches or clusters, and as one batch fades away as a new batch appears
    localised itching
    with acute urticaria, the rash may last for days or weeks
    with chronic hives, the rash may persist for months to years, occasionally decades.",,,,,,
22,kerion,"A kerion is a scalp condition that occurs in severe cases of scalp ringworm (tinea capitis). A kerion appears as an inflamed, thickened, pus-filled area, and it is sometimes accompanied by a fever.occurs as scaly spots and patches of broken hair on the head.A kerion appears as a thick, mushy area of the scalp. Its surface is often studded with pus-filled bumps (pustules). The kerion can break open and drain pus. If untreated, a kerion can lead to scarring and permanent hair loss (alopecia).

Fever and pain may accompany the kerion. In addition, the lymph nodes at the back of the scalp, behind the ears, or along the sides of the neck may be swollen.",,,,,,
22,kerion," it usually appears as itchy, scaly, bald patches on the head. 

The signs and symptoms of ringworm of the scalp include:

    One or more round patches of scaly skin where the hair has broken off at or just above the scalp
    Patches that slowly expand or enlarge
    Scaly, gray or reddened areas
    Patches that have small black dots where the hair has broken off at the scalp
    Brittle or fragile hair that easily pulls out
    Tender or painful areas on the scalp",,,,,,
22,kerion," It most often occurs on the scalp (tinea capitis), but it may also arise on any site exposed to the fungus such as face (tinea faciei) and upper limbs. A kerion presents as a boggy pus-filled lump, often several centimetres in diameter. It is characterised by marked inflammation. Hairs within the kerion are loose and fall out, often resulting in a bald area. Enlargement of the regional lymph nodes can occur, and some people become systemically unwell with fevers and malaise. It may be followed by a widespread itchy eczema-like rash .",,,,,,
22,kerion,"Kerion Celsi is the result of the host's response to a fungal ringworm infection of the hair follicles of the scalp. This honeycomb is a painful inflammatory reaction with deep suppurative lesions on the scalp. Follicles may be seen discharging pus.There may be loss of hair as hair will come out easily.Sometimes, there is growth of organisms. Lymph and fever symptoms may be present. This condition can be mistaken for a case of impetigo.",,,,,,
22,kerion,"A dermatophyte infection occasionally causes a kerion, which is a large, painful, inflamed, swollen patch on the scalp that sometimes oozes pus. A kerion may have blisters and crusting and can look like an abscess (a pocket of pus). A kerion is caused by an immune system reaction to the fungus and may result in scarring hair loss.",,,,,,
22,kerion,"inflammatory and suppurating . fects the scalp and that is characterized by the development of painful crusty lesions covered with follicular pustules and surrounded by erythematous alopecic areas, that can later evolve into abscesses and leave permanent cicatricial alopecia. Lesions can be associated with regional lymphadenopathy.",,,,,,
22,kerion,"abscess formed secondary to a fungal infection of the skin – ‘tinea’; it is thought to be a complication of an overactive inflammatory response by the body’s immune system.A kerion is most commonly found on the scalp and can be associated with localised hair loss. A kerion appears as an inflamed, boggy lump (or multiple lumps) that is tender to touch. The overlying skin may ooze or be crusted, with localised alopecia; there is often regional lymphadenopathy. There may be systemic signs of infection such as fevers and nausea. 

In some patients, an extensive, itchy erythematous rash may appear – secondary to kerion. ",,,,,,
22,kerion,"A kerion is an acute inflammatory reaction that accompanies severe cases of tinea capitis .It is almost exclusively seen in children, but on rare occasions, it may be seen in adolescents and young adults.Fever, pain, occipital lymphadenopathy, and secondary bacterial infection may be associated. It is more common in males than females and in those with short hair.",,,,,,
22,kerion,"Tinea capitis, which is characterized by scalp scaling, pruritus, and hair loss, is so widely considered to be a disease of childhood that it is often overlooked in adults. such as hair loss, black dots, and scaling may be subtler in adults. occurs most commonly in children over the age of 6 years but before puberty.
In adults, sebum appears to provide a protective effect against dermatophyte infections, suggesting that infections in adults, when they do occur, such as in postmenopausal women",,,,,,
22,kerion,"the most common symptom of ringworm is itchy patches on the scalp. Sections of hair may break off near the scalp, leaving scaly, red areas or bald spots. You may see black dots where the hair has broken off. Left untreated, these areas can gradually grow and spread.

Other symptoms include:

    brittle hair
    painful scalp
    swollen lymph nodes
    low-grade fever

In more severe cases, you may develop crusty swellings called kerion that drain pus. These can lead to permanent bald spots and scarring.",,,,,,
22,kerion,"Symptoms of scalp ringworm (tinea capitis) may include:

    Red, scaly rash on the scalp
    Itching of the scalp
    Hair loss on the scalp
    Enlarged lymph nodes
  it can cause red patches on the skin in the shape of rings. ",,,,,,
22,kerion,"Grey patches.The hair breaks close to the surface or a few millimetres above and there is scalp skin scaling;Small well defined patches join together to form larger ones;Hair loss is usually reversible but may be minimal and diffcult to see. The hair breaks at the surface of the scalp, and appears as swollen black dots, the distribution is diffuse;Hair loss is usually reversible;Causative organisms are Trichophyton species (e.g. T.tonsuransand T.violaceum);These infections are always spread from child to child.",,,,,,
22,kerion,"Wet, purulent, inflamed and painful nodules and plaques;The most inflammatory form of tinea capitis (often of animal origin);Hairs do not fall out but can be pulled out without pain;Heals but there may be some scarring.",,,,,,
22,kerion,"disease caused by superficial fungal infection of the skin of the scalp, eyebrows, and eyelashes, with a propensity for attacking hair shafts and follicles",,,,,,
22,kerion,"On the scalp, you won't likely notice a ring.6 Instead, you'll have flaky, itchy patches. These patches can be red, silvery grey, or crusty yellow. Your hair can get brittle and break or fall out easily. Very often it causes bald patches. Scalp ringworm is fairly common in toddlers and school-aged children. ",,,,,,
22,kerion,"Symptoms can vary depending on the type of infecting dermatophyte, the type of hair invasion, and the individual’s immune system response. In some people, infection may only be noticed after careful inspection reveals a few, broken-off hairs with minimal scaling.  Symptoms in most people fall into one of three main categories: grey patch (scaling with patchy hair loss from hair shafts breaking off above the surface, leaving short stubs), black dot (characterized by hair shafts breaking off at the scalp leaving black dots), or diffuse alopecia.",,,,,,
22,kerion,"Others may develop a severe, painful, inflammatory mass called a kerion. This is generally confined to a specific area, although occasionally a large part of the scalp may be infected. There is substantial hair loss in the area and any hairs that remain are easily pulled out. Follicles discharge pus and swollen lymph nodes may also be present. Itching may or may not be present but in all cases the characteristic symptom is partial hair loss with some degree of inflammation and flaking which may resemble dandruff. There may be several or many patches of infection.",,,,,,
22,kerion,"nodules with scale and crust and with mild tenderness to palpation were present on the patient’s scalp. The lesions ranged in size from 1 to 4.5 cm in diameter. There were areas of alopecia and broken hairs overlying the lesions, as well as active serosanguineous exudate from 2 of the lesions. Left infraorbital edema was present. There was no lymphadenopathy noted on examination. The patient was otherwise well-appearing.",,,,,,
22,kerion,tinea Capitis is a fungal infection that affects scalp and hair follicles. It is also known as ringworm infection as it causes ring shaped or circular itchy patches on the scalp initially which may become irregular on spreading. Tinea Capitis is seen more commonly seen in children; however some fungal species can affects adults too.,,,,,,
22,kerion,"The hair breaks and leaves patches on the scalp
The scaly patches can be red, itchy and dry . The hair breaks leaving a swollen black dot
Hair loss is reversible. The hair breaks leaving a swollen black dot
Hair loss is reversible. Tinea Capitis presents as scaly patches that look similar to flaking caused in seborrheic dermatitis. In its more severe form Tinea Capitis occurs as scaly erythematous lesions that affect hair shaft and result in hair loss or alopecia. The lesions slowly progress to inflamed deep abscesses termed kerion, that cause scarring and permanent bald patches on scalp.",,,,,,
23,flea_bites,"Fleas most often bite people around the legs and the ankles. The resulting red bump is an allergic reaction to flea saliva. The bites, which are usually but not always felt immediately, become increasingly irritated and may remain sore and/or itchy for as long as a week. Itching may be just at the site of the bites or more generalized in nature. Flea bites are small, raised, red bumps that are firm to the touch. The redness disappears when pressure is applied. Flea bites can be extremely itchy and may show signs of bleeding. Flea bites usually occur around the ankles and lower legs. Other common locations for flea bites include the area around the waist, armpits, creases of the elbows, and behind the knees.

Flea bites produce a variety of effects, ranging from a small, temporary red bump to long-term symptoms that may last for years depending on the sensitivity of the person bitten. The area of skin affected may increase over time, or the rash may spread to a different area. Flea bites can take a very long time to heal up and can sometimes evolve into ""persistent bite reactions."" Itching and swelling may occur at the sites of older bites when the person is bitten again.",,,,,,
23,flea_bites,"on humans look like small red spots that often occur in two to three groups or clusters with redness around them.
    red spots with a halo,
    itching,
    hives,
    rash (characterized by small clusters of bumps), and
    swelling around the bite.

Symptoms of allergic reactions to flea bites that are a medical emergency, and include difficulty breathing (shortness of breath or wheezing), swelling of the lips or tongue, dizziness, nausea, and chest pain.
Infection from flea bites can occur because of scratching the bites.",,,,,,
23,flea_bites,"Fleabites have several common symptoms. They are very itchy, and the skin around each bite may become sore or painful. You may experience hives or develop a rash near the site of a bite. Scratching a lot can further damage the skin and potentially cause a bacterial infection in the area of the bite. Avoid scratching if you can. Monitor your bites for signs of an infection, including white-topped blisters or a rash. ",,,,,,
23,flea_bites,"h can be itchy and painful. Bites from fleas can trigger allergic reactions, but they will not often have a serious impact on a person’s health.
Fleabites will normally be very small with a central red spot, often appearing in groups of three or four.
Blisters form on bed bug bites but not fleabites.Fleabites on humans usually appear around the feet, ankles, or legs.

If uncontrolled, fleas can spread across the body and bite anywhere, especially on people with dense areas of hair on their legs or chest.

    The bites themselves will be very small with a central red spot.
    They often appear in groups of three or four and sometimes appear in a line.
    Fleabites will often form a small scab surrounded by a light red halo.",,,,,,
23,flea_bites,"Small children and people who are allergic may have a bad reaction. This can include swelling and itching. The skin may become irritated and painful around the bite, and sometimes hives and a rash will appear. Scratching the bite can cause a secondary infection.",,,,,,
23,flea_bites," flea bite is red, swollen and intensely itchy, and secondary infections caused by scratching are common.    It is extremely itchy.
    A red, swollen weal develops within half an hour of the bite.
    After a day or so, the weal (lump) may develop into a blister or small wound.
    The legs and feet are often targeted.
    Secondary infections caused by scratching are common.
    Some people may become hypersensitive (very sensitive) to bites.",,,,,,
23,flea_bites,"The main symptom of flea bites is intense itching (or pruritus). The bite may also be painful. Scratching can lead to secondary infection.

Some individuals mount an excessive immune response (allergy) to flea saliva resulting in a more pronounced or persistent bite reaction .The site of the bite may become red and swell, sometimes with a central blister, which may break becoming oozy and crusted. Old bite marks may reactivate.  Flea bites are most often found on the lower legs, where the fleas can have access to the skin from jumping height, or at the waistband where there is a gap between shirt and trousers or skirt.",,,,,,
23,flea_bites,"Flea bites can cause small, itchy red lumps that are sometimes grouped in lines or clusters. Blisters may also occasionally develop.",,,,,,
23,flea_bites,"    Flea bites have a distinctive appearance, typically being in clusters of three or four red spots about 5mm in diameter or in a straight line on the skin.
    Flea bites are usually found on the ankles and lower legs where the fleas can reach by jumping or at the waistband where there is a gap between shirt and trousers or skirt.
    The main symptom of flea bites is intense itching, with the skin around the bite becoming red, painful and sore.
    Flea bites may occasionally also have a small red ‘halo’ around the centre of the bite.
    Some people can have a significant allergic reaction around the flea bite area with the bite becoming red and swollen, sometimes with a central blister that may look oozy and crusted.
    Scratching the flea bite can break the skin and lead to a secondary bacterial infection.",,,,,,
23,flea_bites,"They usually appear as red and very itchy bumps, and are normally found in small clusters on your lower legs. They can also appear on your arms if you’ve been petting an animal which has fleas.

Flea bites normally clear up on their own, but they can get infected if you scratch at them. This can lead to increased redness, pain and swelling around the bite.  worse over time, infected, or if you feel unwell or have an allergic reaction you should see a doctor. Signs of infection include:

   

If the skin around the bite becomes infected you may need a course of antibiotics.",,,,,,
23,flea_bites," swelling, redness and increasing pain around the bite
    pus forming in and around the bite
    a high temperature (fever) of 38 degrees or above
    feeling generally unwell
    swollen glands-- under your chin, in your neck, armpits or groin",,,,,,
23,flea_bites,"Flea bites are usually itchy, small papules arranged in a non-follicular pattern in groups of three.  Infected flea bites become painful, red, pussy and swollen. Flea allergy may cause respiratory symptoms in humans, especially in patients allergic to cats however anaphylaxis has not yet been reported.They usually occur around the feet and lower legs, ",,,,,,
23,flea_bites,"This rash appears as small, raised, erythematous, pruritic lesions. It most commonly affects exposed skin, generally, the feet and ankles and appears in clusters and linear patterns. Fleas typically embed themselves in soft areas of skin such as the medial foot, under nails and between toes. In cases of severe disease, the thigh, hands, perianal and groin may be involved. During the first 1 to 2 days of infestation, the host may notice itching or discomfort.  The abdomen of the flea then swell with eggs forming a white pearly lesion. This increased pressure can cause a painful foreign body sensation and irritate surrounding neurovascular structures.",,,,,,
23,flea_bites," Like many other types of insect bites, flea bites produce small red bumps that may be itchy and that tend to appear in groups of three or more. cause serious allergic reactions, including problems breathing or a swollen limb or throat. If you notice swelling, pain",,,,,,
23,flea_bites,"Flea bites cause red, round-shaped bumps on the skin, surrounded by a halo shape. The severity of the itch depends on the person being bit, but most experience extreme itchiness; those who are allergic may also develop hives or rashes. Allergic reactions can take up to 24 hours to occur.The release of histamine causes the bite to swell, resulting in the small red bump that is common with flea bites.",,,,,,
23,flea_bites,"Bites may appear as small, red bumps
A red “halo” around the bite center may be found
Bites can be in clusters of three or four, or in a straight line
Flea bites often appear around the ankles or legs, waist, armpits, breasts, groin, or in the folds of the elbows and knees. Bites are usually itchy and often red
They may even become sore or painful
Some people are more sensitive to flea bites and may even develop hives or a rash near the bite",,,,,,
23,flea_bites,"Flea bites appear as small, red bumps with a “halo” around the bite center. Unlike tick or mosquito bites, they remain small and usually appear in groups of three or four, or in a straight line. On humans, bites are commonly found around the ankles or legs, as well as the waist, groin, armpits, and in the skin folds of the elbows and knees.",,,,,,
23,flea_bites," mild irritation to severe irritation.a more severe rash-like irritation may begin to spread across the body. Symptoms include swelling of the bitten area, erythema, ulcers of the mouth and throat, restlessness, and soreness of the areolae.[1] In extreme cases, within 1 week after being bitten, the condition may spread through the lymph nodes and begin affecting the central nervous system. ",,,,,,
23,flea_bites,"flea bites start to hurt almost instantly. They also tend to appear in different parts of the body and to cluster in different patterns—essentially no pattern at all.     feet and lower legs
    waist
    ankles
    armpits
    elbows and knees (in the bend)
    other skin folds flea bites generally present as simple small, red bumps. Like bed bugs, fleas don’t typically spread disease to those they bite. Sometimes, though, they can cause illness.     Breathing difficulties
    Raised welts
    A warm infection site with white-topped pustules
    Colored discharge",,,,,,
23,flea_bites,"Flea bites are very itchy, and they might even become sore or painful, causing a rash around the affected skin. Scratching the bites could cause these symptoms to worsen or even lead to infection.  flea bites are red bumps that appear in lines and clusters. They’re distinctively small, and they often have reddish halos surrounding them. Fleas tend to bite around the ankles and in warm places like the knees, groin, and armpits",,,,,,
24,scabies,"Scabies infection appears as a red, bumpy, itchy rash on the skin.deep into the skin leaving tell-tale red lines (burrows) that are visible with a magnifying glass. red, raised nodules characteristic of scabies infection in a young child. Other skin features that occur with scabies include burrows, pustules, papules, and vesicles. Patches of crusty skin areas may be evident.",,,,,,
24,scabies,"rash of scabies is extremely itchy .allergic response that causes intense itching.10–20 mites on his or her entire body, there may be a large number of lesions because of this allergic response.    The areas between the fingers (finger webs)
    Inner wrists, inner elbows, and armpits
    Breasts of females and genitalia of males
    Navel (umbilicus)
    Lower abdomen
    Buttocks
    Backs of kneesAlthough in adults it is rare to see lesions on the face, scalp, and neck, these areas are commonly affected in children aged younger than 2 years.
 Scabies is intensely itchy, especially at night. Excessive scratching of the itchy lesions can create breaks in the skin, which may then become infected with bacteria",,,,,,
24,scabies,"The most obvious signs of scabies are pink-to-red bumps, which can look like pimples or bug bites, sometimes with scale or a scab on them. However, the tell-tale lesion of scabies is the burrow, which is small and often difficult to see. Typically, a burrow appears as a small, thread-like, scaly line (3–10 mm long), sometimes with a tiny black speck (the burrowing mite) at one end. The adult mite is about 0.3 mm long and is very difficult to see. People who are exposed to scabies may not develop itchy lesions for up to 6 weeks after becoming infested, as the immune system takes some time to develop an allergic response to the mites.",,,,,,
24,scabies," the itching usually begins within one to four days.     Itching, mainly at night: Itching is the most common symptom. The itch can be so intense that it keeps a person awake at night.

    Rash: Many people get the scabies rash. This rash causes little bumps that often form a line. The bumps can look like hives, tiny bites, knots under the skin, or pimples. Some people develop scaly patches that look like eczema.

    Sores: Scratching the itchy rash can cause sores. An infection can develop in the sores.

    Thick crusts on the skin: Crusts form when a person develops a severe type of scabies called crusted scabies. Another name for crusted scabies is Norwegian scabies. With so many mites burrowing in the skin, the rash and itch become severe. You'll find more information about crusted scabies below. Hands: Mites like to burrow in the skin between the fingers and around the nails.

Arms: Mites like the elbows and wrists.

Skin usually covered by clothing or jewelry: The buttocks, belt line, penis, and skin around the nipples are likely places for mites to burrow. ",,,,,,
24,scabies,"a rash and intense itching that gets worse at night. Continuous scratching of the infected area can create sores that become infected. Common sites for scabies in older children and adults include the:

    wrist
    elbow
    armpit
    nipple
    penis
    waist
    buttocks
    area between the fingers. Scabies in babies and toddlers, and sometimes the very elderly or immunocompromised, can include the:
    head
    face
    neck
    hands
    soles of the feet. ash itself can consist of tiny bites, hives, bumps under the skin, or pimple-like bumps. The burrow tracks of the mite can sometimes be seen on the skin. They may appear as tiny raised or discolored lines.",,,,,,
24,scabies,"Scabies signs and symptoms include:

    Itching, often severe and usually worse at night
    Thin, irregular burrow tracks made up of tiny blisters or bumps on your skin

The burrows or tracks typically appear in folds of skin. Though almost any part of the body may be involved, in adults and older children scabies is most often found:

    Between the fingers
    In the armpits
    Around the waist
    Along the insides of the wrists
    On the inner elbows
    On the soles of the feet
    Around the breasts
    Around the male genital area
    On the buttocks
    On the knees

In infants and young children, common sites of infestation usually include the:

    Scalp
    Palms of the hands
    Soles of the feet  If you've never had scabies, it can take as long as six weeks for signs and symptoms to begin. 
If you've never had scabies, it can take as long as six weeks for signs and symptoms to begin. ",,,,,,
24,scabies,"The onset of symptoms of scabies varies depending on whether or not a person has previously been exposed to mites. The first time a person is exposed to the scabies mite, it can take upwards of 2 to 6 weeksTrusted Source for symptoms to develop.

This timeframe is significantly shorter in subsequent infestations as the body’s immune system is quicker to react, typically within 1 to 4 days.

Signs and symptoms of scabies include:

    Itching: This is often worse at night and can be severe and intense. Itching is one of the most common scabies symptoms.
    Rash: When the mite burrows into the skin, it forms burrow tracks, or lines, which are most commonly found in skin folds, and resemble hives, bites, knots, pimples, or patches of scaly skin. Blisters may also be present.
    Sores: These occur in infested areas where a person has scratched at the skin. Open sores can lead to impetigo, commonly caused by secondary infection with Staphylococcus aureus.
    Thick crusts: Crusted scabies, also known as Norwegian scabies, is a form of severe scabies in which hundreds to thousands of mites and mite eggs are harbored within skin crusts, causing severe skin symptoms.

Most often, those affected with crusted scabies exhibit widespread, gray, thick, crumbling crusts.

The most common site of infestation in adults and older children include:
    in between the fingers
    around fingernails
    armpits
    waistline
    inner parts of the wrists
    inner elbow
    soles of the feet
    the breasts, particularly the areas around the nipples
    male genitalia
    buttocks
    knees
    shoulder blades

Infants and young children experience infestation in other areas of the body, including the:

    scalp
    face
    neck
    palms of the hands
    soles of the feet

At times, children can present with a widespread infestation, covering a majority of the body. Infants who are infested with scabies tend to exhibit symptoms of irritability, and sleeping and eating difficulties.",,,,,,
24,scabies,"scabies include a skin rash composed of small red bumps and blisters that affects specific areas of the body. Other symptoms can include tiny red burrows on the skin and relentless itching. The itchy skin leads to frequent scratching, which may predispose the skin to secondary infections.The scabies rash is often apparent on the head, face, neck, palms, and soles of the feet in infants and very young children but usually not in adults and older children.",,,,,,
24,scabies,"    Scabies produces a skin rash composed of small red bumps and blisters and affects specific areas of the body.
    Scabies may involve the webs between the fingers, the wrists and the backs of the elbows, the knees, around the waist and umbilicus, the axillary folds, the areas around the nipples, the sides and backs of the feet, the genital area, and the buttocks.
    The bumps (medically termed papules) may contain blood crusts. It is helpful to know that not every bump is a bug.
    In most cases of scabies affecting otherwise healthy adults, there are no more than 10-15 live mites even if there are hundreds of bumps and pimples on the skin. Textbook descriptions of scabies always mention ""burrows"" or ""tunnels."" These are tiny threadlike projections, ranging from 2 mm-15 mm long, which appear as thin gray, brown, or red lines in affected areas. The burrows can be very difficult to see. Often mistaken for burrows are linear scratch marks or welts that are large and dramatic and appear in people with any itchy skin condition. Scratching actually destroys burrows. Scratching may open the skin and lead to scab formation.",,,,,,
24,scabies,"like a rash from allergies. 

    Intense itching that gets worse at night.

    Rashes that have pimple-like bumps, tiny blisters, or scales.

    Small, raised, crooked lines on your skin (caused by the scabies mites burrowing under the surface of your skin).

Places where people usually get a scabies rash include:

    the webbing between your fingers

    where your wrist, elbow, or knee bends

    pubic and groin areas

    breasts

    belly button

    penis and scrotum

    thighs and the lower part of your butt

    shoulder blades

    around your waist
",,,,,,
24,scabies,"it can take four to six weeks for the skin to react. The most common symptoms are:

    Intense itching, especially at night
    A pimple-like rash
    Scales or blisters
    Sores caused by scratching",,,,,,
24,scabies,"The most common symptoms of scabies are intense itching and a pimple-like skin rash. scabies are intense itching (pruritus), especially at night, and a pimple-like (papular) itchy rash. The itching and rash each may affect much of the body or be limited to common sites such as the wrist, elbow, armpit, webbing between the fingers, nipple, penis, waist, belt-line, and buttocks. The rash also can include tiny blisters (vesicles) and scales. Scratching the rash can cause skin sores; sometimes these sores become infected by bacteria.

Tiny burrows sometimes are seen on the skin; these are caused by the female scabies mite tunneling just beneath the surface of the skin. These burrows appear as tiny raised and crooked (serpiginous) grayish-white or skin-colored lines on the skin surface. Because mites are often few in number (only 10-15 mites per person), these burrows may be difficult to find. They are found most often in the webbing between the fingers, in the skin folds on the wrist, elbow, or knee, and on the penis, breast, or shoulder blades.

The head, face, neck, palms, and soles often are involved in infants and very young children, but usually not adults and older children.

Persons with crusted scabies may not show the usual signs and symptoms of scabies such as the characteristic rash or itching (pruritus).",,,,,,
